merchant_id,institution_id,merchant_name,merchant_category,city,state,country,merchant_status
MER000900,INS000005,Bains Inc Store,Healthcare,Indore,Madhya Pradesh,India,Active
MER000901,INS000001,Raman-Tata Store,Entertainment,Surat,Gujarat,India,Active
MER000902,INS000005,"Sidhu, Barman and Lala Store",Electronics,Mysuru,Karnataka,India,Active
MER000903,INS000003,"Zacharia, Khatri and Bhat Store",Restaurant,Lucknow,Uttar Pradesh,India,Active
MER000904,INS000004,Bahri and Sons Store,Travel,Hyderabad,Telangana,India,Active
MER000905,INS000003,Basu and Sons Store,Electronics,Surat,Gujarat,India,Active
MER000906,INS000004,"Upadhyay, Sangha and Saran Store",Healthcare,Mysuru,Karnataka,India,Active
MER000907,INS000002,Chadha-Karnik Store,Healthcare,Ahmedabad,Gujarat,India,Active
MER000908,INS000002,"Oza, Dani and Bhasin Store",Electronics,Jaipur,Rajasthan,India,Active
MER000909,INS000001,"More, Mishra and Khalsa Store",Electronics,Indore,Madhya Pradesh,India,Active
MER000910,INS000001,Raman PLC Store,Electronics,Thane,Maharashtra,India,Active
MER000911,INS000002,Mahajan Ltd Store,Restaurant,Chennai,Tamil Nadu,India,Active
MER000912,INS000001,Pant LLC Store,Restaurant,Chandigarh,Chandigarh,India,Active
MER000913,INS000001,Sabharwal-Sankar Store,Grocery,Jaipur,Rajasthan,India,Active
MER000914,INS000003,Mane Ltd Store,Shopping,Mysuru,Karnataka,India,Active
MER000915,INS000005,"Batra, Balan and Sama Store",Healthcare,Indore,Madhya Pradesh,India,Active
MER000916,INS000001,"Gulati, Chandran and Sanghvi Store",Electronics,Kolkata,West Bengal,India,Active
MER000917,INS000003,Mani-Vala Store,Restaurant,Lucknow,Uttar Pradesh,India,Active
MER000918,INS000001,Oommen-Mangal Store,Electronics,Thane,Maharashtra,India,Active
MER000919,INS000002,Kuruvilla Group Store,Electronics,Indore,Madhya Pradesh,India,Active
MER000920,INS000005,Kala and Sons Store,Grocery,Thane,Maharashtra,India,Active
MER000921,INS000002,Kuruvilla-Mandal Store,Electronics,Bhubaneswar,Odisha,India,Active
MER000922,INS000005,Varkey PLC Store,Healthcare,Pune,Maharashtra,India,Active
MER000923,INS000001,"Soni, Thaman and D’Alia Store",Shopping,Delhi,Delhi,India,Active
MER000924,INS000004,Sem-Mand Store,Restaurant,Delhi,Delhi,India,Active
MER000925,INS000003,Sura and Sons Store,Restaurant,Nagpur,Maharashtra,India,Active
MER000926,INS000003,Jaggi-Tailor Store,Grocery,Jaipur,Rajasthan,India,Active
MER000927,INS000002,Deo Inc Store,Entertainment,Jaipur,Rajasthan,India,Active
MER000928,INS000005,Kunda PLC Store,Restaurant,Bengaluru,Karnataka,India,Active
MER000929,INS000003,"Wason, Chandra and Kapoor Store",Entertainment,Chandigarh,Chandigarh,India,Active
MER000930,INS000001,"Lala, Sehgal and Vohra Store",Electronics,Jaipur,Rajasthan,India,Active
MER000931,INS000003,"Chada, Shere and Ram Store",Grocery,Patna,Bihar,India,Active
MER000932,INS000004,Pandey Group Store,Travel,Bengaluru,Karnataka,India,Active
MER000933,INS000001,"Bhasin, Rana and Kala Store",Travel,Nagpur,Maharashtra,India,Active
MER000934,INS000003,Manne-Bandi Store,Electronics,Bhubaneswar,Odisha,India,Active
MER000935,INS000002,Patla LLC Store,Travel,Lucknow,Uttar Pradesh,India,Inactive
MER000936,INS000002,"Tandon, Lad and Sandhu Store",Travel,Pune,Maharashtra,India,Active
MER000937,INS000002,"Parsa, Chander and Devan Store",Shopping,Pune,Maharashtra,India,Active
MER000938,INS000005,Wali Ltd Store,Healthcare,Kolkata,West Bengal,India,Active
MER000939,INS000004,"Khare, Karnik and Raju Store",Fuel,Chandigarh,Chandigarh,India,Active
MER000940,INS000001,Mital Group Store,Entertainment,Patna,Bihar,India,Active
MER000941,INS000003,"Hari, Sura and Nayak Store",Electronics,Surat,Gujarat,India,Active
MER000942,INS000001,Subramanian LLC Store,Electronics,Patna,Bihar,India,Active
MER000943,INS000002,Grewal PLC Store,Electronics,Jaipur,Rajasthan,India,Active
MER000944,INS000003,Brahmbhatt Inc Store,Healthcare,Kochi,Kerala,India,Active
MER000945,INS000003,Chand and Sons Store,Travel,Chennai,Tamil Nadu,India,Active
MER000946,INS000005,"Hegde, Mammen and Sarkar Store",Restaurant,Thane,Maharashtra,India,Active
MER000947,INS000002,Trivedi-Goswami Store,Healthcare,Bhopal,Madhya Pradesh,India,Active
MER000948,INS000001,"Ratta, Bakshi and Sachdeva Store",Shopping,Mumbai,Maharashtra,India,Active
MER000949,INS000002,Kakar-Ahluwalia Store,Shopping,Pune,Maharashtra,India,Active
MER000950,INS000005,"Pillay, Deol and Dara Store",Fuel,Pune,Maharashtra,India,Active
MER000951,INS000005,Nath Group Store,Electronics,Mysuru,Karnataka,India,Active
MER000952,INS000003,"Raja, Bhavsar and Rao Store",Entertainment,Kochi,Kerala,India,Active
MER000953,INS000001,Kata-Rastogi Store,Grocery,Pune,Maharashtra,India,Active
MER000954,INS000005,Sengupta Inc Store,Restaurant,Bhubaneswar,Odisha,India,Active
MER000955,INS000004,"Radhakrishnan, Muni and Raju Store",Grocery,Surat,Gujarat,India,Active
MER000956,INS000004,"Balasubramanian, Chaudhry and Thakur Store",Grocery,Mysuru,Karnataka,India,Active
MER000957,INS000003,"Lad, Kibe and Date Store",Healthcare,Jaipur,Rajasthan,India,Active
MER000958,INS000004,"Gulati, Barman and Ramesh Store",Shopping,Bhopal,Madhya Pradesh,India,Active
MER000959,INS000002,"Tripathi, Rege and Sandal Store",Restaurant,Bhubaneswar,Odisha,India,Active
MER000960,INS000005,Aggarwal Inc Store,Travel,Nagpur,Maharashtra,India,Active
MER000961,INS000005,Gopal-Tailor Store,Healthcare,Bengaluru,Karnataka,India,Active
MER000962,INS000005,"Iyengar, Lall and Tata Store",Fuel,Ahmedabad,Gujarat,India,Active
MER000963,INS000005,Om-Aggarwal Store,Grocery,Mumbai,Maharashtra,India,Active
MER000964,INS000003,Salvi-Jaggi Store,Travel,Mysuru,Karnataka,India,Active
MER000965,INS000004,"Kaul, Parmer and Bail Store",Entertainment,Surat,Gujarat,India,Active
MER000966,INS000003,Seth and Sons Store,Healthcare,Pune,Maharashtra,India,Active
MER000967,INS000001,"Narayanan, Saran and Sandhu Store",Healthcare,Lucknow,Uttar Pradesh,India,Active
MER000968,INS000003,"Doctor, Dani and Suri Store",Restaurant,Nagpur,Maharashtra,India,Active
MER000969,INS000004,"Dasgupta, Garg and Dugar Store",Entertainment,Surat,Gujarat,India,Active
MER000970,INS000001,Brar and Sons Store,Healthcare,Bhopal,Madhya Pradesh,India,Active
MER000971,INS000003,Sood-Chadha Store,Travel,Delhi,Delhi,India,Active
MER000972,INS000003,Walia and Sons Store,Travel,Nagpur,Maharashtra,India,Active
MER000973,INS000002,Kala-Pal Store,Healthcare,Indore,Madhya Pradesh,India,Active
MER000974,INS000003,Chaudhuri-Taneja Store,Grocery,Chennai,Tamil Nadu,India,Active
MER000975,INS000002,Dayal PLC Store,Travel,Indore,Madhya Pradesh,India,Active
MER000976,INS000002,More-Sodhi Store,Healthcare,Bhopal,Madhya Pradesh,India,Active
MER000977,INS000004,Iyer PLC Store,Healthcare,Lucknow,Uttar Pradesh,India,Active
MER000978,INS000004,"Saini, Ahuja and Varghese Store",Restaurant,Nagpur,Maharashtra,India,Active
MER000979,INS000002,Gulati PLC Store,Electronics,Thane,Maharashtra,India,Active
MER000980,INS000001,Tata-Munshi Store,Travel,Lucknow,Uttar Pradesh,India,Active
MER000981,INS000004,"Kannan, Swamy and Muni Store",Grocery,Hyderabad,Telangana,India,Active
MER000982,INS000004,Gandhi-Rau Store,Fuel,Mysuru,Karnataka,India,Active
MER000983,INS000002,"Acharya, Pandey and Vohra Store",Shopping,Kolkata,West Bengal,India,Inactive
MER000984,INS000003,"Amble, Manne and Baral Store",Shopping,Pune,Maharashtra,India,Active
MER000985,INS000002,"Ramachandran, Bhatia and Chaudhari Store",Shopping,Indore,Madhya Pradesh,India,Active
MER000986,INS000003,"Dutt, Dugar and Maharaj Store",Electronics,Nagpur,Maharashtra,India,Active
MER000987,INS000003,Ray Group Store,Travel,Chennai,Tamil Nadu,India,Active
MER000988,INS000003,Hayer and Sons Store,Fuel,Kolkata,West Bengal,India,Active
MER000989,INS000003,"Sastry, Narasimhan and Chad Store",Entertainment,Mumbai,Maharashtra,India,Active
MER000990,INS000005,Gole PLC Store,Shopping,Patna,Bihar,India,Inactive
MER000991,INS000002,Krishnamurthy Ltd Store,Travel,Bhubaneswar,Odisha,India,Active
MER000992,INS000003,Bail PLC Store,Healthcare,Indore,Madhya Pradesh,India,Active
MER000993,INS000005,Issac-Vasa Store,Restaurant,Kolkata,West Bengal,India,Inactive
MER000994,INS000003,Srinivas-Bhagat Store,Fuel,Indore,Madhya Pradesh,India,Active
MER000995,INS000002,"Jani, Tata and Deol Store",Entertainment,Lucknow,Uttar Pradesh,India,Active
MER000996,INS000001,"Bhatia, Kala and Sankaran Store",Healthcare,Bhopal,Madhya Pradesh,India,Active
MER000997,INS000001,"Ganguly, Mann and Sehgal Store",Entertainment,Patna,Bihar,India,Active
MER000998,INS000004,Randhawa-Batta Store,Shopping,Bhopal,Madhya Pradesh,India,Active
MER000999,INS000002,"Bava, Mody and Goda Store",Restaurant,Nagpur,Maharashtra,India,Inactive
MER001000,INS000003,Tara-Amble Store,Shopping,Delhi,Delhi,India,Active
MER001001,INS000003,Chand-Viswanathan Store,Entertainment,Chandigarh,Chandigarh,India,Active
MER001002,INS000001,Gade-Sahni Store,Entertainment,Thane,Maharashtra,India,Active
MER001003,INS000002,Sethi Inc Store,Shopping,Pune,Maharashtra,India,Active
MER001004,INS000003,Thakur Inc Store,Healthcare,Chandigarh,Chandigarh,India,Active
MER001005,INS000005,Bora Ltd Store,Travel,Surat,Gujarat,India,Active
MER001006,INS000003,Joshi and Sons Store,Fuel,Bhubaneswar,Odisha,India,Active
MER001007,INS000004,Grewal LLC Store,Shopping,Bhopal,Madhya Pradesh,India,Active
MER001008,INS000001,Subramaniam-Tak Store,Fuel,Pune,Maharashtra,India,Active
MER001009,INS000005,Aggarwal Ltd Store,Fuel,Patna,Bihar,India,Active
MER001010,INS000002,"Sanghvi, Kumar and Wali Store",Shopping,Indore,Madhya Pradesh,India,Active
MER001011,INS000002,Devi LLC Store,Restaurant,Bhubaneswar,Odisha,India,Active
MER001012,INS000005,Kannan Inc Store,Travel,Chennai,Tamil Nadu,India,Active
MER001013,INS000001,Sarin Group Store,Healthcare,Nagpur,Maharashtra,India,Inactive
MER001014,INS000004,Purohit LLC Store,Healthcare,Thane,Maharashtra,India,Active
MER001015,INS000004,Mangal-Keer Store,Fuel,Nagpur,Maharashtra,India,Active
MER001016,INS000005,Kashyap Ltd Store,Grocery,Mysuru,Karnataka,India,Active
MER001017,INS000001,"Das, Halder and Bedi Store",Grocery,Ahmedabad,Gujarat,India,Active
MER001018,INS000001,Rastogi Ltd Store,Electronics,Surat,Gujarat,India,Active
MER001019,INS000003,Chakraborty Group Store,Shopping,Mumbai,Maharashtra,India,Active
MER001020,INS000003,Sangha-Padmanabhan Store,Fuel,Jaipur,Rajasthan,India,Active
MER001021,INS000001,"D’Alia, Palla and Sekhon Store",Travel,Delhi,Delhi,India,Active
MER001022,INS000001,Saran-Solanki Store,Healthcare,Bhopal,Madhya Pradesh,India,Active
MER001023,INS000001,"Mallick, Aggarwal and Vohra Store",Healthcare,Pune,Maharashtra,India,Active
MER001024,INS000001,Bains LLC Store,Restaurant,Jaipur,Rajasthan,India,Active
MER001025,INS000003,Gill Inc Store,Electronics,Mumbai,Maharashtra,India,Active
MER001026,INS000001,Mohanty-Parmer Store,Fuel,Ahmedabad,Gujarat,India,Active
MER001027,INS000004,Hayer-Gopal Store,Entertainment,Kochi,Kerala,India,Active
MER001028,INS000005,"Suri, Mittal and Parekh Store",Restaurant,Mumbai,Maharashtra,India,Active
MER001029,INS000003,Divan-Malhotra Store,Healthcare,Chandigarh,Chandigarh,India,Active
MER001030,INS000004,Kata-Sethi Store,Healthcare,Hyderabad,Telangana,India,Active
MER001031,INS000003,Srinivas PLC Store,Electronics,Mysuru,Karnataka,India,Active
MER001032,INS000004,Saxena PLC Store,Grocery,Ahmedabad,Gujarat,India,Active
MER001033,INS000005,"Barad, Parmer and Barad Store",Travel,Nagpur,Maharashtra,India,Active
MER001034,INS000003,"Kothari, Sinha and Chand Store",Grocery,Hyderabad,Telangana,India,Active
MER001035,INS000002,Tara-Biswas Store,Shopping,Kolkata,West Bengal,India,Active
MER001036,INS000002,Dubey LLC Store,Shopping,Chandigarh,Chandigarh,India,Inactive
MER001037,INS000004,"Buch, Tara and Patil Store",Fuel,Mumbai,Maharashtra,India,Active
MER001038,INS000003,Grewal-Subramaniam Store,Travel,Indore,Madhya Pradesh,India,Active
MER001039,INS000002,Maharaj-Goyal Store,Restaurant,Chennai,Tamil Nadu,India,Active
MER001040,INS000001,Taneja-Nagi Store,Shopping,Ahmedabad,Gujarat,India,Active
MER001041,INS000004,"Nazareth, Ganesan and Dutt Store",Fuel,Patna,Bihar,India,Active
MER001042,INS000002,Chopra-Chada Store,Travel,Mumbai,Maharashtra,India,Active
MER001043,INS000003,Karnik-Dugal Store,Electronics,Patna,Bihar,India,Inactive
MER001044,INS000003,Shukla-Sant Store,Healthcare,Pune,Maharashtra,India,Active
MER001045,INS000001,"Sarma, Subramanian and Dhillon Store",Restaurant,Bhopal,Madhya Pradesh,India,Active
MER001046,INS000005,"Issac, Kar and Sandal Store",Healthcare,Chandigarh,Chandigarh,India,Active
MER001047,INS000002,"Chopra, Parmer and Dutta Store",Travel,Surat,Gujarat,India,Active
MER001048,INS000003,Loke Ltd Store,Travel,Kochi,Kerala,India,Active
MER001049,INS000001,"Rajan, Kunda and Sarna Store",Grocery,Jaipur,Rajasthan,India,Inactive
MER001050,INS000001,"Amble, Vasa and Mammen Store",Restaurant,Bhubaneswar,Odisha,India,Active
MER001051,INS000005,Murty and Sons Store,Electronics,Ahmedabad,Gujarat,India,Active
MER001052,INS000005,"Deshmukh, Majumdar and Kapadia Store",Healthcare,Ahmedabad,Gujarat,India,Active
MER001053,INS000003,Khosla PLC Store,Restaurant,Bhubaneswar,Odisha,India,Active
MER001054,INS000005,Ranganathan-Parekh Store,Electronics,Jaipur,Rajasthan,India,Active
MER001055,INS000001,"Arora, Loke and Ahuja Store",Restaurant,Kolkata,West Bengal,India,Active
MER001056,INS000004,Bhatia-Rattan Store,Fuel,Mumbai,Maharashtra,India,Active
MER001057,INS000002,"Tella, Jani and Pandit Store",Entertainment,Indore,Madhya Pradesh,India,Active
MER001058,INS000003,Majumdar PLC Store,Travel,Bhubaneswar,Odisha,India,Inactive
MER001059,INS000004,Master-Walla Store,Travel,Kochi,Kerala,India,Active
MER001060,INS000004,"Bassi, Chacko and Sachdev Store",Travel,Kolkata,West Bengal,India,Active
MER001061,INS000004,Balasubramanian-Contractor Store,Fuel,Lucknow,Uttar Pradesh,India,Active
MER001062,INS000005,Shenoy-Vohra Store,Fuel,Bhubaneswar,Odisha,India,Active
MER001063,INS000005,"Thaker, Brahmbhatt and Vaidya Store",Fuel,Chandigarh,Chandigarh,India,Active
MER001064,INS000001,"Sabharwal, Yogi and Dass Store",Healthcare,Mumbai,Maharashtra,India,Active
MER001065,INS000003,"Sethi, Radhakrishnan and Ramachandran Store",Electronics,Jaipur,Rajasthan,India,Active
MER001066,INS000004,"Rajan, Dubey and Badal Store",Entertainment,Lucknow,Uttar Pradesh,India,Active
MER001067,INS000002,Vora PLC Store,Healthcare,Chennai,Tamil Nadu,India,Active
MER001068,INS000003,Kakar-Chakrabarti Store,Healthcare,Surat,Gujarat,India,Inactive
MER001069,INS000004,"Prakash, Bassi and Nazareth Store",Healthcare,Hyderabad,Telangana,India,Active
MER001070,INS000005,Nath and Sons Store,Electronics,Bengaluru,Karnataka,India,Active
MER001071,INS000004,Krishnamurthy PLC Store,Grocery,Bhubaneswar,Odisha,India,Active
MER001072,INS000003,Prasad and Sons Store,Grocery,Delhi,Delhi,India,Active
MER001073,INS000003,"Shukla, Saxena and Morar Store",Grocery,Mumbai,Maharashtra,India,Active
MER001074,INS000005,"Oak, Lalla and Narayan Store",Grocery,Kolkata,West Bengal,India,Inactive
MER001075,INS000002,"Bali, Aggarwal and Sharaf Store",Electronics,Lucknow,Uttar Pradesh,India,Active
MER001076,INS000003,Wali-Apte Store,Healthcare,Lucknow,Uttar Pradesh,India,Active
MER001077,INS000005,Sarraf Group Store,Grocery,Patna,Bihar,India,Active
MER001078,INS000004,Viswanathan-Dash Store,Electronics,Kolkata,West Bengal,India,Active
MER001079,INS000005,Bhardwaj-Puri Store,Electronics,Nagpur,Maharashtra,India,Active
MER001080,INS000005,Lanka Inc Store,Entertainment,Bhubaneswar,Odisha,India,Active
MER001081,INS000001,Choudhary Ltd Store,Fuel,Ahmedabad,Gujarat,India,Inactive
MER001082,INS000003,Sarna-Mitra Store,Fuel,Kolkata,West Bengal,India,Inactive
MER001083,INS000004,Sem-Bawa Store,Healthcare,Bengaluru,Karnataka,India,Active
MER001084,INS000001,Mistry and Sons Store,Restaurant,Ahmedabad,Gujarat,India,Active
MER001085,INS000001,Palla Group Store,Shopping,Chandigarh,Chandigarh,India,Active
MER001086,INS000005,"Chakrabarti, Dayal and Ram Store",Travel,Mysuru,Karnataka,India,Active
MER001087,INS000004,"Pai, Bhargava and Soni Store",Electronics,Lucknow,Uttar Pradesh,India,Active
MER001088,INS000004,Kibe Inc Store,Grocery,Indore,Madhya Pradesh,India,Active
MER001089,INS000002,"Zachariah, Karan and Nayar Store",Entertainment,Jaipur,Rajasthan,India,Active
MER001090,INS000002,"Sharma, Borde and Hari Store",Fuel,Delhi,Delhi,India,Active
MER001091,INS000003,Khosla PLC Store,Restaurant,Mysuru,Karnataka,India,Active
MER001092,INS000002,Om-Korpal Store,Grocery,Bengaluru,Karnataka,India,Inactive
MER001093,INS000002,"Chandran, Sarkar and Lad Store",Fuel,Kolkata,West Bengal,India,Active
MER001094,INS000003,Baral LLC Store,Healthcare,Thane,Maharashtra,India,Active
MER001095,INS000004,"Virk, Varghese and Zachariah Store",Restaurant,Hyderabad,Telangana,India,Active
MER001096,INS000003,Thakur Ltd Store,Restaurant,Ahmedabad,Gujarat,India,Active
MER001097,INS000005,Patla Group Store,Electronics,Kolkata,West Bengal,India,Active
MER001098,INS000004,Chauhan-Chatterjee Store,Electronics,Jaipur,Rajasthan,India,Active
MER001099,INS000003,Uppal and Sons Store,Healthcare,Chennai,Tamil Nadu,India,Active
MER001100,INS000005,Mitra-Mall Store,Grocery,Mysuru,Karnataka,India,Active
MER001101,INS000004,"Raman, Kapoor and Dora Store",Restaurant,Pune,Maharashtra,India,Active
MER001102,INS000004,Soman PLC Store,Grocery,Patna,Bihar,India,Active
MER001103,INS000001,Khalsa-Rastogi Store,Entertainment,Delhi,Delhi,India,Active
MER001104,INS000004,"Mahal, Pau and Anand Store",Restaurant,Lucknow,Uttar Pradesh,India,Active
MER001105,INS000005,"Kothari, Lala and Desai Store",Healthcare,Mumbai,Maharashtra,India,Inactive
MER001106,INS000003,Agarwal-Nair Store,Electronics,Chandigarh,Chandigarh,India,Active
MER001107,INS000002,Chatterjee Ltd Store,Healthcare,Ahmedabad,Gujarat,India,Active
MER001108,INS000001,Wali and Sons Store,Grocery,Hyderabad,Telangana,India,Inactive
MER001109,INS000003,Bera PLC Store,Grocery,Jaipur,Rajasthan,India,Active
MER001110,INS000005,Andra-Bir Store,Electronics,Ahmedabad,Gujarat,India,Inactive
MER001111,INS000004,"Maharaj, Nadkarni and Malhotra Store",Entertainment,Thane,Maharashtra,India,Active
MER001112,INS000003,Setty-Deep Store,Electronics,Indore,Madhya Pradesh,India,Active
MER001113,INS000002,Kurian LLC Store,Travel,Hyderabad,Telangana,India,Active
MER001114,INS000004,"Kunda, Brar and Trivedi Store",Restaurant,Surat,Gujarat,India,Inactive
MER001115,INS000002,"Ganesh, Natt and Dhaliwal Store",Entertainment,Mysuru,Karnataka,India,Active
MER001116,INS000003,Nath-Kale Store,Electronics,Bhubaneswar,Odisha,India,Inactive
MER001117,INS000004,"Subramaniam, Dar and Bora Store",Grocery,Kolkata,West Bengal,India,Active
MER001118,INS000005,"Comar, Dasgupta and Peri Store",Restaurant,Bhubaneswar,Odisha,India,Active
MER001119,INS000005,Palla-Sur Store,Grocery,Hyderabad,Telangana,India,Active
MER001120,INS000003,Warrior-Badal Store,Travel,Bengaluru,Karnataka,India,Active
MER001121,INS000005,"Ratti, Kade and Chand Store",Travel,Chennai,Tamil Nadu,India,Active
MER001122,INS000005,Korpal-Murthy Store,Grocery,Bengaluru,Karnataka,India,Active
MER001123,INS000001,"Prabhu, Luthra and Upadhyay Store",Fuel,Hyderabad,Telangana,India,Active
MER001124,INS000004,"Sarraf, Mohan and Som Store",Entertainment,Bhubaneswar,Odisha,India,Active
MER001125,INS000004,Din LLC Store,Grocery,Bhopal,Madhya Pradesh,India,Active
MER001126,INS000002,"Bose, Ahluwalia and Pall Store",Fuel,Surat,Gujarat,India,Active
MER001127,INS000002,D’Alia LLC Store,Travel,Kolkata,West Bengal,India,Active
MER001128,INS000003,Subramanian-Garde Store,Restaurant,Lucknow,Uttar Pradesh,India,Active
MER001129,INS000001,"Bhardwaj, Butala and Kaul Store",Shopping,Kolkata,West Bengal,India,Inactive
MER001130,INS000004,Subramaniam PLC Store,Electronics,Ahmedabad,Gujarat,India,Active
MER001131,INS000004,"Khurana, Patla and Pai Store",Healthcare,Chandigarh,Chandigarh,India,Active
MER001132,INS000002,Ramachandran-Savant Store,Healthcare,Mumbai,Maharashtra,India,Active
MER001133,INS000001,Natt Inc Store,Grocery,Indore,Madhya Pradesh,India,Active
MER001134,INS000003,Varma Ltd Store,Electronics,Bengaluru,Karnataka,India,Active
MER001135,INS000004,"Gokhale, Chand and Nadig Store",Shopping,Surat,Gujarat,India,Active
MER001136,INS000004,Badami and Sons Store,Healthcare,Ahmedabad,Gujarat,India,Active
MER001137,INS000002,"Chaudry, Luthra and Goyal Store",Shopping,Bhopal,Madhya Pradesh,India,Active
MER001138,INS000001,Wadhwa Ltd Store,Travel,Delhi,Delhi,India,Active
MER001139,INS000003,"Nadig, Deshmukh and Jhaveri Store",Entertainment,Thane,Maharashtra,India,Active
MER001140,INS000005,"Dubey, Sama and Manne Store",Travel,Lucknow,Uttar Pradesh,India,Active
MER001141,INS000003,Saxena-Muni Store,Shopping,Ahmedabad,Gujarat,India,Active
MER001142,INS000002,Basu Inc Store,Entertainment,Bhopal,Madhya Pradesh,India,Active
MER001143,INS000001,"Sekhon, Goyal and Wagle Store",Electronics,Kochi,Kerala,India,Active
MER001144,INS000002,"Ratta, Shetty and Talwar Store",Electronics,Patna,Bihar,India,Active
MER001145,INS000002,"Prabhakar, Dara and Thaman Store",Entertainment,Pune,Maharashtra,India,Active
MER001146,INS000004,"Narang, Dash and Majumdar Store",Entertainment,Bhopal,Madhya Pradesh,India,Active
MER001147,INS000003,Shanker and Sons Store,Shopping,Ahmedabad,Gujarat,India,Active
MER001148,INS000002,Lalla LLC Store,Entertainment,Patna,Bihar,India,Active
MER001149,INS000004,Tella Inc Store,Electronics,Thane,Maharashtra,India,Active
MER001150,INS000004,Chaudhuri-Chawla Store,Electronics,Hyderabad,Telangana,India,Active
MER001151,INS000004,"Minhas, Warrior and Kapur Store",Electronics,Chandigarh,Chandigarh,India,Active
MER001152,INS000004,Chacko Inc Store,Travel,Patna,Bihar,India,Active
MER001153,INS000004,Hayre and Sons Store,Grocery,Nagpur,Maharashtra,India,Active
MER001154,INS000001,Arya-Dugar Store,Grocery,Chennai,Tamil Nadu,India,Active
MER001155,INS000002,Loyal Ltd Store,Fuel,Indore,Madhya Pradesh,India,Active
MER001156,INS000001,"Vasa, Hayer and Sani Store",Shopping,Kolkata,West Bengal,India,Active
MER001157,INS000003,"Joshi, Jayaraman and Desai Store",Fuel,Bhubaneswar,Odisha,India,Active
MER001158,INS000004,Raja-Nori Store,Travel,Surat,Gujarat,India,Active
MER001159,INS000003,"Sani, Gole and Mahajan Store",Fuel,Kochi,Kerala,India,Active
MER001160,INS000001,"Gour, Krishnan and Vyas Store",Electronics,Mumbai,Maharashtra,India,Active
MER001161,INS000003,"Gade, Narula and Karnik Store",Grocery,Chennai,Tamil Nadu,India,Active
MER001162,INS000005,"Prasad, Jani and Sami Store",Travel,Kolkata,West Bengal,India,Active
MER001163,INS000005,"Zacharia, Loke and Kurian Store",Entertainment,Thane,Maharashtra,India,Active
MER001164,INS000005,Sankar PLC Store,Restaurant,Kochi,Kerala,India,Active
MER001165,INS000004,"Kala, Dhawan and Sule Store",Travel,Nagpur,Maharashtra,India,Active
MER001166,INS000001,Kala PLC Store,Grocery,Mysuru,Karnataka,India,Active
MER001167,INS000005,Bali and Sons Store,Shopping,Kolkata,West Bengal,India,Active
MER001168,INS000001,Sarkar-Lanka Store,Grocery,Pune,Maharashtra,India,Active
MER001169,INS000002,Upadhyay and Sons Store,Restaurant,Jaipur,Rajasthan,India,Active
MER001170,INS000005,Hayre-Sen Store,Travel,Ahmedabad,Gujarat,India,Active
MER001171,INS000001,Soman-Shankar Store,Grocery,Chennai,Tamil Nadu,India,Active
MER001172,INS000001,Patel-Mallick Store,Shopping,Mumbai,Maharashtra,India,Active
MER001173,INS000004,"Dhaliwal, Bhat and Dewan Store",Electronics,Patna,Bihar,India,Inactive
MER001174,INS000002,Char Inc Store,Fuel,Pune,Maharashtra,India,Active
MER001175,INS000005,Kapoor Group Store,Healthcare,Surat,Gujarat,India,Active
MER001176,INS000001,"Bandi, Maharaj and Babu Store",Electronics,Patna,Bihar,India,Active
MER001177,INS000001,Butala and Sons Store,Shopping,Bhubaneswar,Odisha,India,Active
MER001178,INS000002,"Oza, Nayar and Ganguly Store",Fuel,Hyderabad,Telangana,India,Active
MER001179,INS000005,"Butala, Barad and Chacko Store",Entertainment,Thane,Maharashtra,India,Active
MER001180,INS000002,"Mitter, Borra and Barad Store",Entertainment,Chandigarh,Chandigarh,India,Active
MER001181,INS000005,Subramanian-Gopal Store,Entertainment,Hyderabad,Telangana,India,Active
MER001182,INS000001,Suresh-Borah Store,Fuel,Mysuru,Karnataka,India,Active
MER001183,INS000004,"Dugar, Char and Kuruvilla Store",Travel,Jaipur,Rajasthan,India,Active
MER001184,INS000004,Solanki Ltd Store,Entertainment,Bhubaneswar,Odisha,India,Active
MER001185,INS000003,Goel-Sibal Store,Restaurant,Surat,Gujarat,India,Active
MER001186,INS000003,"Chakrabarti, Agrawal and Sankaran Store",Travel,Kochi,Kerala,India,Inactive
MER001187,INS000003,Minhas-Mitter Store,Healthcare,Chennai,Tamil Nadu,India,Active
MER001188,INS000002,"Kara, Joshi and Dewan Store",Electronics,Nagpur,Maharashtra,India,Active
MER001189,INS000004,Chatterjee LLC Store,Electronics,Nagpur,Maharashtra,India,Active
MER001190,INS000003,"Rastogi, Varty and Deol Store",Healthcare,Mysuru,Karnataka,India,Active
MER001191,INS000003,"Bhattacharyya, Dar and Subramaniam Store",Healthcare,Surat,Gujarat,India,Active
MER001192,INS000005,Samra-Srinivas Store,Fuel,Patna,Bihar,India,Active
MER001193,INS000003,Hegde-Dyal Store,Fuel,Lucknow,Uttar Pradesh,India,Active
MER001194,INS000002,"Natt, Hans and Seth Store",Fuel,Mumbai,Maharashtra,India,Active
MER001195,INS000004,"Lala, Kibe and Narayanan Store",Shopping,Surat,Gujarat,India,Active
MER001196,INS000002,"Bahri, Nagarajan and Srivastava Store",Shopping,Patna,Bihar,India,Active
MER001197,INS000002,Saran-Minhas Store,Entertainment,Bhopal,Madhya Pradesh,India,Active
